date,instance_id,instance_type,environment,pricing_model,cpu_avg_percent,memory_avg_percent,hours_used,daily_cost_usd
23-09-2025,i-97340,m5.large,dev,spot,36.31,46.75,23,1.1
23-09-2025,i-15393,m5.large,dev,on_demand,7.65,32.06,13,1.25
23-09-2025,i-44132,m5.xlarge,prod,on_demand,7.86,84.73,19,3.65
23-09-2025,i-14546,m5.xlarge,dev,on_demand,25.69,57.37,20,3.84
23-09-2025,i-68776,m5.xlarge,staging,on_demand,8.31,66.68,17,3.26
23-09-2025,i-25923,c5.large,dev,spot,32.46,86.32,16,0.68
23-09-2025,i-29055,t3.medium,staging,reserved,80.49,37.65,24,0.7
23-09-2025,i-81584,m5.2xlarge,staging,on_demand,81.58,94.67,12,4.61
23-09-2025,i-48739,c5.large,staging,spot,75.16,81.81,23,0.98
23-09-2025,i-29278,m5.2xlarge,staging,spot,26.17,59.02,22,4.22
24-09-2025,i-24721,c5.large,prod,reserved,10.72,18.07,17,1.01
24-09-2025,i-82215,m5.2xlarge,dev,on_demand,89.91,37.76,22,8.45
24-09-2025,i-90939,t3.medium,staging,on_demand,68.6,78.57,18,0.75
24-09-2025,i-52777,m5.large,staging,reserved,77.93,94.8,13,0.87
24-09-2025,i-86471,t3.medium,prod,spot,25.53,13.43,15,0.31
24-09-2025,i-12955,c5.large,dev,reserved,39.95,21.06,15,0.89
24-09-2025,i-98022,t3.medium,prod,reserved,6.91,40.64,22,0.64
24-09-2025,i-74286,t3.medium,prod,reserved,71.62,58.13,15,0.44
24-09-2025,i-17346,m5.xlarge,prod,spot,31.59,65.62,20,1.92
24-09-2025,i-66051,m5.xlarge,staging,on_demand,24.72,11.22,23,4.42
24-09-2025,i-47309,m5.xlarge,staging,reserved,69.97,63.02,12,1.61
24-09-2025,i-83535,m5.xlarge,staging,reserved,69.8,13.31,19,2.55
24-09-2025,i-64474,t3.medium,dev,spot,76.16,62.66,19,0.4
24-09-2025,i-65552,m5.2xlarge,staging,on_demand,52.89,63.09,24,9.22
24-09-2025,i-21282,m5.2xlarge,dev,spot,78.48,59.89,21,4.03
24-09-2025,i-78852,m5.large,dev,reserved,54.38,94.21,19,1.28
24-09-2025,i-59253,m5.xlarge,dev,spot,69.32,47.59,24,2.3
24-09-2025,i-45825,t3.medium,dev,reserved,65.13,43.08,22,0.64
24-09-2025,i-84437,m5.2xlarge,dev,spot,24.45,60.73,19,3.65
24-09-2025,i-47940,m5.large,dev,on_demand,83.9,88.98,18,1.73
25-09-2025,i-86704,c5.large,staging,on_demand,34.06,54.85,16,1.36
25-09-2025,i-70745,m5.xlarge,staging,spot,22.99,94.63,23,2.21
25-09-2025,i-44429,m5.large,dev,on_demand,88.4,65.21,14,1.34
25-09-2025,i-26276,m5.xlarge,prod,spot,73.38,70.78,19,1.82
25-09-2025,i-94513,m5.xlarge,staging,on_demand,55.42,14.53,19,3.65
25-09-2025,i-46335,m5.large,dev,on_demand,43.65,67.36,24,2.3
25-09-2025,i-57416,m5.2xlarge,dev,spot,62.59,41.72,23,4.42
25-09-2025,i-43804,c5.large,staging,spot,85.04,24.23,18,0.77
25-09-2025,i-77177,m5.2xlarge,prod,on_demand,47.53,68.73,17,6.53
25-09-2025,i-86238,c5.large,dev,reserved,64.26,65.13,14,0.83
25-09-2025,i-27759,t3.medium,dev,reserved,28.4,23.28,19,0.55
25-09-2025,i-57338,m5.xlarge,dev,on_demand,59.05,60.94,16,3.07
25-09-2025,i-47992,m5.2xlarge,prod,reserved,20.25,69.94,12,3.23
25-09-2025,i-77353,m5.xlarge,prod,spot,43.69,66.76,13,1.25
25-09-2025,i-22387,m5.large,prod,on_demand,76.18,24.43,24,2.3
25-09-2025,i-51446,c5.large,dev,spot,6.63,76.22,17,0.72
25-09-2025,i-57516,m5.xlarge,staging,spot,56.82,69.47,23,2.21
25-09-2025,i-28837,t3.medium,prod,spot,76.24,78.24,17,0.35
25-09-2025,i-58891,t3.medium,dev,spot,86.68,55.55,16,0.33
25-09-2025,i-23424,m5.2xlarge,staging,reserved,46.52,44.16,14,3.76
26-09-2025,i-34696,m5.large,dev,spot,18.06,58.67,15,0.72
26-09-2025,i-79742,c5.large,prod,spot,28.55,88.31,20,0.85
26-09-2025,i-70357,c5.large,prod,on_demand,54.57,60.39,18,1.53
26-09-2025,i-72851,t3.medium,dev,on_demand,35.17,14.42,12,0.5
26-09-2025,i-28220,m5.xlarge,staging,spot,7.7,45.98,17,1.63
26-09-2025,i-54832,m5.2xlarge,prod,spot,12.19,61.58,24,4.61
26-09-2025,i-25544,m5.large,prod,reserved,79.88,85.05,12,0.81
26-09-2025,i-39697,m5.large,dev,spot,61.02,27.95,14,0.67
26-09-2025,i-20302,m5.xlarge,dev,on_demand,78.35,85.32,14,2.69
26-09-2025,i-12464,m5.2xlarge,prod,on_demand,21.72,72.68,13,4.99
26-09-2025,i-24131,m5.2xlarge,staging,on_demand,29.35,78.22,15,5.76
26-09-2025,i-17768,t3.medium,prod,spot,89.77,12.55,21,0.44
26-09-2025,i-18683,m5.2xlarge,dev,reserved,81.28,62.92,12,3.23
26-09-2025,i-22648,m5.xlarge,prod,on_demand,87.74,49.53,24,4.61
26-09-2025,i-36217,t3.medium,prod,on_demand,77.03,15.3,21,0.87
26-09-2025,i-21898,m5.large,prod,reserved,33.5,15.7,12,0.81
26-09-2025,i-55591,m5.large,prod,reserved,87.9,79.44,21,1.41
26-09-2025,i-90341,m5.xlarge,dev,spot,77.47,89.73,24,2.3
26-09-2025,i-22989,m5.large,prod,spot,12.23,42.78,13,0.62
26-09-2025,i-35106,c5.large,dev,spot,11.04,27.92,15,0.64
27-09-2025,i-22934,m5.xlarge,dev,spot,24.5,49.87,12,1.15
27-09-2025,i-58033,m5.large,prod,spot,27.83,18.58,19,0.91
27-09-2025,i-24067,c5.large,dev,reserved,19.24,22.52,22,1.31
27-09-2025,i-38085,m5.large,staging,reserved,87.71,74.54,18,1.21
27-09-2025,i-51193,c5.large,dev,reserved,87.26,47.38,13,0.77
27-09-2025,i-27814,t3.medium,staging,on_demand,28.66,77.85,20,0.83
27-09-2025,i-83024,m5.2xlarge,staging,spot,32.73,35.45,16,3.07
27-09-2025,i-25167,t3.medium,dev,reserved,24.76,21.02,19,0.55
27-09-2025,i-50895,m5.2xlarge,staging,reserved,26.8,40.2,21,5.64
27-09-2025,i-48088,m5.2xlarge,dev,spot,62.29,15.32,18,3.46
27-09-2025,i-72347,m5.2xlarge,dev,on_demand,22.89,78.77,24,9.22
27-09-2025,i-74441,m5.xlarge,dev,on_demand,17.49,39.12,22,4.22
27-09-2025,i-96317,t3.medium,staging,reserved,78.5,23.17,20,0.58
27-09-2025,i-62510,t3.medium,dev,on_demand,12.03,51.19,18,0.75
27-09-2025,i-18481,c5.large,dev,spot,30.71,57.89,14,0.6
27-09-2025,i-87982,m5.xlarge,dev,reserved,73.32,21.66,15,2.02
27-09-2025,i-75419,m5.2xlarge,dev,on_demand,54.36,52.97,18,6.91
27-09-2025,i-45779,m5.xlarge,prod,spot,17.25,63.04,21,2.02
27-09-2025,i-89058,m5.2xlarge,staging,reserved,28.26,51.47,22,5.91
27-09-2025,i-29316,m5.2xlarge,staging,spot,11.99,49.06,16,3.07
28-09-2025,i-74138,m5.2xlarge,dev,on_demand,31.05,79.9,16,6.14
28-09-2025,i-13895,m5.2xlarge,dev,spot,9.84,45.58,14,2.69
28-09-2025,i-75291,t3.medium,prod,on_demand,43.97,71.63,13,0.54
28-09-2025,i-99024,t3.medium,dev,reserved,53.81,66.71,21,0.61
28-09-2025,i-91688,m5.xlarge,dev,reserved,71.05,83.29,21,2.82
28-09-2025,i-78150,t3.medium,dev,spot,31.68,55.73,24,0.5
28-09-2025,i-96781,m5.2xlarge,staging,on_demand,76.41,94.1,16,6.14
28-09-2025,i-81098,m5.2xlarge,staging,spot,80.61,41.57,16,3.07
28-09-2025,i-14141,m5.xlarge,prod,spot,21.59,51.6,12,1.15
28-09-2025,i-51229,m5.2xlarge,dev,reserved,68.04,51.87,19,5.11
28-09-2025,i-14306,m5.2xlarge,staging,reserved,46.07,81.25,12,3.23
28-09-2025,i-49720,m5.large,prod,spot,35.72,83.08,24,1.15
28-09-2025,i-50954,m5.large,staging,reserved,39.58,37.9,14,0.94
28-09-2025,i-98476,m5.2xlarge,staging,on_demand,43.59,74.81,21,8.06
28-09-2025,i-80699,m5.2xlarge,prod,spot,15.71,26.7,22,4.22
28-09-2025,i-30487,c5.large,staging,reserved,85.87,24.92,20,1.19
28-09-2025,i-74840,c5.large,dev,reserved,53.26,59.24,16,0.95
28-09-2025,i-56237,c5.large,staging,spot,46.62,64.8,22,0.94
28-09-2025,i-87393,m5.xlarge,staging,on_demand,24.54,56.98,12,2.3
28-09-2025,i-86541,t3.medium,dev,reserved,36.63,66.24,17,0.5
29-09-2025,i-22759,t3.medium,prod,reserved,17,58.52,18,0.52
29-09-2025,i-56041,m5.2xlarge,staging,reserved,20.75,33.68,18,4.84
29-09-2025,i-40752,t3.medium,prod,on_demand,23.59,25.54,15,0.62
29-09-2025,i-18585,m5.xlarge,prod,on_demand,75.19,34.29,23,4.42
29-09-2025,i-12583,m5.xlarge,dev,reserved,83.81,92.44,14,1.88
29-09-2025,i-96214,c5.large,staging,on_demand,53.56,22.16,19,1.62
29-09-2025,i-44946,m5.2xlarge,prod,spot,36.84,77.81,18,3.46
29-09-2025,i-12914,t3.medium,prod,reserved,36.23,17.4,21,0.61
29-09-2025,i-52260,m5.xlarge,staging,spot,52.33,81.84,18,1.73
29-09-2025,i-98488,c5.large,dev,reserved,72.65,24.89,13,0.77
29-09-2025,i-97475,m5.large,staging,reserved,62.18,28.74,20,1.34
29-09-2025,i-57622,m5.xlarge,dev,spot,23.55,84.3,16,1.54
29-09-2025,i-19872,m5.2xlarge,dev,reserved,26.22,32.38,22,5.91
29-09-2025,i-16230,c5.large,dev,reserved,5.06,84.01,16,0.95
29-09-2025,i-39607,m5.xlarge,prod,reserved,72.37,63.32,24,3.23
29-09-2025,i-85784,c5.large,prod,on_demand,68.77,22.92,23,1.96
29-09-2025,i-18817,t3.medium,prod,reserved,43.96,39.85,16,0.47
29-09-2025,i-37490,c5.large,prod,reserved,12.97,51.32,18,1.07
29-09-2025,i-76144,m5.xlarge,dev,spot,83.26,13.41,16,1.54
29-09-2025,i-51071,m5.xlarge,staging,spot,29.77,27.64,20,1.92
30-09-2025,i-91915,m5.large,staging,reserved,25.24,87.22,16,1.08
30-09-2025,i-81770,c5.large,staging,spot,44.79,49.64,24,1.02
30-09-2025,i-77662,m5.large,dev,spot,69.65,23.13,23,1.1
30-09-2025,i-96613,m5.large,prod,reserved,46.42,46.55,15,1.01
30-09-2025,i-90533,m5.2xlarge,staging,spot,55.74,94.96,20,3.84
30-09-2025,i-17848,m5.2xlarge,prod,spot,70.4,43.82,22,4.22
30-09-2025,i-29365,c5.large,dev,reserved,75.34,24.51,19,1.13
30-09-2025,i-49357,m5.large,dev,spot,7.59,27.38,22,1.06
30-09-2025,i-93090,m5.2xlarge,staging,reserved,33.93,53.4,13,3.49
30-09-2025,i-94678,m5.large,staging,reserved,57.29,87.4,16,1.08
30-09-2025,i-40950,m5.large,staging,spot,48.34,52.61,21,1.01
30-09-2025,i-35154,m5.2xlarge,dev,on_demand,9.27,12.97,14,5.38
30-09-2025,i-73620,t3.medium,dev,reserved,51.85,47.25,19,0.55
30-09-2025,i-14850,c5.large,staging,reserved,76.33,23.66,22,1.31
30-09-2025,i-13819,m5.large,dev,reserved,7.12,48.17,14,0.94
30-09-2025,i-33066,m5.xlarge,staging,spot,25.19,14.22,20,1.92
30-09-2025,i-12609,t3.medium,prod,reserved,66.59,19.49,24,0.7
30-09-2025,i-49056,t3.medium,dev,reserved,56.71,33.89,21,0.61
30-09-2025,i-96170,t3.medium,staging,reserved,19.75,42.28,22,0.64
30-09-2025,i-40938,t3.medium,staging,spot,73.12,43.33,14,0.29
01-10-2025,i-25812,t3.medium,prod,spot,68.82,20.67,20,0.42
01-10-2025,i-78846,c5.large,prod,spot,70.69,30.14,24,1.02
01-10-2025,i-88619,m5.xlarge,staging,on_demand,62.58,58.09,15,2.88
01-10-2025,i-61111,t3.medium,staging,reserved,83.98,42.92,21,0.61
01-10-2025,i-24000,m5.large,staging,on_demand,10.62,11.63,14,1.34
01-10-2025,i-63526,m5.large,dev,reserved,75.28,54.6,19,1.28
01-10-2025,i-79922,m5.xlarge,prod,on_demand,70.9,29.93,19,3.65
01-10-2025,i-81531,m5.xlarge,prod,on_demand,34.33,12.56,17,3.26
01-10-2025,i-46403,m5.2xlarge,staging,spot,86.73,66.77,15,2.88
01-10-2025,i-58200,m5.large,staging,reserved,84.32,32.57,23,1.55
01-10-2025,i-14562,m5.xlarge,dev,spot,56.97,67.67,21,2.02
01-10-2025,i-43158,t3.medium,prod,spot,31.99,82.09,15,0.31
01-10-2025,i-57560,c5.large,staging,reserved,85.51,85.21,22,1.31
01-10-2025,i-60917,t3.medium,prod,on_demand,67.82,33.58,19,0.79
01-10-2025,i-21829,t3.medium,staging,reserved,28.94,91.89,16,0.47
01-10-2025,i-67520,m5.large,staging,on_demand,5.87,70.86,14,1.34
01-10-2025,i-14440,m5.xlarge,prod,reserved,65.03,62.93,24,3.23
01-10-2025,i-64127,m5.xlarge,dev,reserved,89.16,36.51,19,2.55
01-10-2025,i-31016,m5.xlarge,prod,reserved,33.9,16.71,13,1.75
01-10-2025,i-65164,m5.xlarge,prod,on_demand,42.64,32.19,17,3.26
02-10-2025,i-52830,c5.large,prod,spot,34.19,80.94,23,0.98
02-10-2025,i-16828,m5.2xlarge,prod,on_demand,84.52,25.79,24,9.22
02-10-2025,i-94030,m5.large,prod,reserved,36.66,88.93,24,1.61
02-10-2025,i-92352,m5.large,dev,reserved,10.25,17.85,15,1.01
02-10-2025,i-24526,m5.xlarge,staging,spot,18.84,60.59,13,1.25
02-10-2025,i-95089,m5.large,dev,spot,17.79,92.29,23,1.1
02-10-2025,i-51864,m5.large,prod,spot,42.97,52.63,18,0.86
02-10-2025,i-44167,m5.2xlarge,staging,spot,25.97,50.03,14,2.69
02-10-2025,i-46935,m5.large,prod,spot,61.26,73.85,17,0.82
02-10-2025,i-33840,m5.large,dev,reserved,69.08,59.12,17,1.14
02-10-2025,i-12717,m5.2xlarge,staging,spot,81.87,79.48,15,2.88
02-10-2025,i-92133,t3.medium,prod,spot,69.35,14.73,21,0.44
02-10-2025,i-44312,m5.large,dev,reserved,5.58,28.06,15,1.01
02-10-2025,i-66217,m5.large,dev,reserved,61.4,44.95,21,1.41
02-10-2025,i-58224,c5.large,staging,on_demand,39.2,85.19,13,1.1
02-10-2025,i-78922,m5.large,prod,on_demand,81.12,87.28,12,1.15
02-10-2025,i-25533,m5.2xlarge,staging,spot,31.68,68.74,19,3.65
02-10-2025,i-44891,m5.large,prod,on_demand,28.09,26.2,15,1.44
02-10-2025,i-27065,m5.xlarge,prod,reserved,20.69,39.08,18,2.42
02-10-2025,i-47089,m5.2xlarge,dev,spot,41.55,80.63,15,2.88
03-10-2025,i-29129,m5.large,staging,on_demand,15.19,72.47,18,1.73
03-10-2025,i-90960,t3.medium,staging,reserved,50.17,34.48,15,0.44
03-10-2025,i-99688,m5.2xlarge,dev,reserved,46.89,35.5,21,5.64
03-10-2025,i-27459,m5.2xlarge,dev,on_demand,55.67,46.88,19,7.3
03-10-2025,i-37815,m5.xlarge,prod,reserved,18.97,19.91,22,2.96
03-10-2025,i-88275,m5.2xlarge,prod,reserved,51.47,86.71,23,6.18
03-10-2025,i-17700,m5.xlarge,dev,on_demand,34.24,72.31,20,3.84
03-10-2025,i-56439,t3.medium,staging,on_demand,60.99,89.18,19,0.79
03-10-2025,i-15965,c5.large,prod,spot,74.78,58.16,23,0.98
03-10-2025,i-59930,t3.medium,staging,spot,60.85,86.36,21,0.44
03-10-2025,i-27332,m5.xlarge,staging,spot,38.96,37.78,17,1.63
03-10-2025,i-44116,c5.large,dev,spot,5.92,80.26,14,0.6
03-10-2025,i-71352,m5.large,prod,reserved,73.08,18.88,17,1.14
03-10-2025,i-79523,m5.large,dev,reserved,54.03,49.44,23,1.55
03-10-2025,i-51060,m5.2xlarge,dev,reserved,15.09,93.35,13,3.49
03-10-2025,i-57263,t3.medium,dev,reserved,23.25,15.71,16,0.47
03-10-2025,i-44571,m5.2xlarge,staging,reserved,55.56,72.8,21,5.64
03-10-2025,i-51358,c5.large,staging,reserved,7.76,65.99,14,0.83
03-10-2025,i-93447,m5.2xlarge,dev,spot,50.24,18.78,22,4.22
03-10-2025,i-17152,m5.2xlarge,dev,on_demand,19.66,58.28,14,5.38
04-10-2025,i-44108,m5.large,dev,on_demand,30.19,89.76,19,1.82
04-10-2025,i-25207,m5.large,prod,reserved,74.59,93.6,18,1.21
04-10-2025,i-83512,m5.2xlarge,dev,reserved,27.07,92.43,17,4.57
04-10-2025,i-29405,m5.2xlarge,staging,reserved,41.65,39.54,13,3.49
04-10-2025,i-47239,t3.medium,staging,on_demand,9.28,14.49,15,0.62
04-10-2025,i-45755,m5.large,dev,spot,63.82,48.92,20,0.96
04-10-2025,i-86486,c5.large,prod,spot,24.25,62.19,15,0.64
04-10-2025,i-64580,t3.medium,prod,spot,26.49,59.1,14,0.29
04-10-2025,i-22360,t3.medium,dev,reserved,35.53,80,22,0.64
04-10-2025,i-99212,m5.xlarge,dev,reserved,74.76,50.57,22,2.96
04-10-2025,i-23902,t3.medium,staging,reserved,34.82,40.82,21,0.61
04-10-2025,i-70323,m5.xlarge,dev,on_demand,73.49,37.9,13,2.5
04-10-2025,i-87883,m5.2xlarge,staging,spot,22.77,17.2,16,3.07
04-10-2025,i-91574,t3.medium,staging,on_demand,44.67,50.98,22,0.92
04-10-2025,i-84600,m5.2xlarge,staging,spot,76.48,28.81,23,4.42
04-10-2025,i-94363,m5.large,dev,on_demand,37.38,78.71,24,2.3
04-10-2025,i-19269,m5.xlarge,staging,on_demand,75.01,42.69,23,4.42
04-10-2025,i-62279,c5.large,prod,reserved,44.03,35.78,13,0.77
04-10-2025,i-62286,m5.xlarge,dev,on_demand,84.27,20.08,24,4.61
04-10-2025,i-60921,t3.medium,dev,on_demand,84.37,68.13,14,0.58
05-10-2025,i-95729,m5.2xlarge,staging,spot,50.18,12.78,24,4.61
05-10-2025,i-66670,m5.large,dev,reserved,45.43,44.66,19,1.28
05-10-2025,i-57060,m5.xlarge,prod,spot,18.7,65.79,14,1.34
05-10-2025,i-74175,t3.medium,staging,spot,87.55,57.79,15,0.31
05-10-2025,i-83801,m5.2xlarge,staging,reserved,65.75,15.82,16,4.3
05-10-2025,i-65382,c5.large,staging,on_demand,40.5,19.89,24,2.04
05-10-2025,i-92665,m5.xlarge,prod,on_demand,57.09,89.77,18,3.46
05-10-2025,i-54793,m5.2xlarge,dev,on_demand,61.25,16.53,20,7.68
05-10-2025,i-99946,m5.2xlarge,prod,on_demand,35.15,56.81,22,8.45
05-10-2025,i-94833,m5.large,staging,spot,39.27,80.86,22,1.06
05-10-2025,i-67325,c5.large,dev,reserved,74.25,62.01,19,1.13
05-10-2025,i-26749,t3.medium,staging,reserved,36.74,31.7,14,0.41
05-10-2025,i-48729,m5.xlarge,dev,spot,14,40.17,18,1.73
05-10-2025,i-15910,c5.large,dev,spot,40.12,67.44,13,0.55
05-10-2025,i-64135,c5.large,dev,spot,60.94,15.96,18,0.77
05-10-2025,i-84511,t3.medium,staging,spot,38.6,25.45,23,0.48
05-10-2025,i-20717,m5.xlarge,staging,reserved,18.33,80.32,21,2.82
05-10-2025,i-96714,c5.large,dev,on_demand,8.56,45.63,23,1.96
05-10-2025,i-15932,m5.2xlarge,dev,on_demand,19.3,84.74,18,6.91
05-10-2025,i-51149,t3.medium,staging,spot,52.35,29.67,16,0.33
06-10-2025,i-97852,c5.large,prod,reserved,47.71,72.18,24,1.43
06-10-2025,i-34535,m5.2xlarge,prod,reserved,86.44,28.74,17,4.57
06-10-2025,i-89174,m5.large,dev,on_demand,80.33,89.42,23,2.21
06-10-2025,i-80041,m5.xlarge,prod,on_demand,82.9,64.01,18,3.46
06-10-2025,i-11743,t3.medium,dev,reserved,58.53,44.27,13,0.38
06-10-2025,i-63096,m5.large,prod,reserved,68.95,55.16,19,1.28
06-10-2025,i-91067,c5.large,prod,reserved,62.58,46.42,16,0.95
06-10-2025,i-98487,c5.large,staging,spot,67.18,80.08,22,0.94
06-10-2025,i-27709,m5.2xlarge,staging,on_demand,17.45,80.8,14,5.38
06-10-2025,i-34670,t3.medium,dev,on_demand,50.93,81.8,12,0.5
06-10-2025,i-29025,t3.medium,dev,reserved,41.66,42.22,22,0.64
06-10-2025,i-80593,m5.large,staging,spot,82.78,31.35,24,1.15
06-10-2025,i-70742,m5.large,dev,reserved,76.76,51.14,24,1.61
06-10-2025,i-25264,m5.large,staging,reserved,48.7,36.22,12,0.81
06-10-2025,i-68361,m5.large,dev,spot,53.71,37.64,23,1.1
06-10-2025,i-86706,m5.2xlarge,staging,on_demand,8.34,33.12,19,7.3
06-10-2025,i-61345,m5.large,dev,reserved,5.54,93.16,21,1.41
06-10-2025,i-92629,t3.medium,staging,on_demand,87.09,43.59,13,0.54
06-10-2025,i-85846,m5.2xlarge,staging,reserved,66.91,39.39,23,6.18
06-10-2025,i-14851,c5.large,prod,spot,62.04,78.46,16,0.68
07-10-2025,i-87468,m5.2xlarge,staging,reserved,85.47,44.02,20,5.38
07-10-2025,i-17956,c5.large,prod,reserved,71.58,32.6,15,0.89
07-10-2025,i-51399,c5.large,dev,reserved,89.18,12.19,21,1.25
07-10-2025,i-64675,c5.large,dev,reserved,56.3,66.06,22,1.31
07-10-2025,i-94696,m5.2xlarge,dev,reserved,63.48,20.23,21,5.64
07-10-2025,i-12727,m5.xlarge,staging,spot,84.78,25.4,18,1.73
07-10-2025,i-71504,m5.large,staging,spot,57.93,28.93,15,0.72
07-10-2025,i-38796,m5.xlarge,staging,on_demand,31.11,56.45,20,3.84
07-10-2025,i-96108,c5.large,prod,reserved,40.46,23.62,21,1.25
07-10-2025,i-61166,m5.2xlarge,dev,reserved,19.53,45.54,23,6.18
07-10-2025,i-57219,m5.2xlarge,prod,spot,69.37,86.33,23,4.42
07-10-2025,i-47022,m5.2xlarge,dev,spot,12.15,43.41,15,2.88
07-10-2025,i-32713,t3.medium,prod,reserved,13.52,11.41,14,0.41
07-10-2025,i-23225,m5.large,dev,spot,61.25,61.21,19,0.91
07-10-2025,i-37450,m5.2xlarge,staging,reserved,18.86,29.87,15,4.03
07-10-2025,i-44184,c5.large,dev,on_demand,7.02,80.97,17,1.45
07-10-2025,i-75991,m5.xlarge,prod,on_demand,87.85,21.51,14,2.69
07-10-2025,i-24938,t3.medium,dev,reserved,24.68,83.81,18,0.52
07-10-2025,i-39372,c5.large,dev,on_demand,83.75,45.67,20,1.7
07-10-2025,i-56562,m5.2xlarge,staging,reserved,9.3,13.35,24,6.45
08-10-2025,i-77552,t3.medium,prod,reserved,53.79,43.4,14,0.41
08-10-2025,i-16608,c5.large,prod,on_demand,7.44,59.58,23,1.96
08-10-2025,i-90028,m5.2xlarge,staging,on_demand,5.96,76.93,13,4.99
08-10-2025,i-76493,c5.large,dev,spot,31.05,13.42,12,0.51
08-10-2025,i-36920,t3.medium,dev,spot,55.01,43.8,13,0.27
08-10-2025,i-67870,m5.xlarge,dev,spot,87.77,56.26,16,1.54
08-10-2025,i-30223,c5.large,staging,spot,28.4,70.3,13,0.55
08-10-2025,i-36462,m5.xlarge,staging,on_demand,28.08,86.86,13,2.5
08-10-2025,i-72084,m5.2xlarge,staging,on_demand,36.85,56.74,15,5.76
08-10-2025,i-21171,m5.xlarge,staging,spot,9.3,46.22,14,1.34
08-10-2025,i-64396,m5.xlarge,staging,spot,75.75,78.48,24,2.3
08-10-2025,i-29871,m5.xlarge,prod,spot,24.07,29.22,15,1.44
08-10-2025,i-66206,c5.large,staging,on_demand,74.47,89.08,14,1.19
08-10-2025,i-99417,m5.2xlarge,staging,reserved,13.11,48.25,20,5.38
08-10-2025,i-11303,m5.xlarge,dev,reserved,33.68,84.01,14,1.88
08-10-2025,i-51262,c5.large,dev,on_demand,12.1,27.95,17,1.45
08-10-2025,i-61546,m5.2xlarge,dev,reserved,68.96,14.36,12,3.23
08-10-2025,i-85308,t3.medium,prod,spot,46.87,47.58,14,0.29
08-10-2025,i-96554,t3.medium,prod,spot,33.42,43.54,24,0.5
08-10-2025,i-99243,c5.large,staging,reserved,50.04,23.72,18,1.07
09-10-2025,i-51116,c5.large,staging,spot,53.62,78.46,23,0.98
09-10-2025,i-90006,m5.xlarge,dev,reserved,69.61,23.08,20,2.69
09-10-2025,i-94394,m5.large,prod,reserved,17.69,32.79,19,1.28
09-10-2025,i-91027,m5.large,prod,spot,35.69,44.72,24,1.15
09-10-2025,i-95033,m5.2xlarge,prod,reserved,62.77,14.82,24,6.45
09-10-2025,i-14845,m5.2xlarge,dev,reserved,7.95,43.31,13,3.49
09-10-2025,i-26515,c5.large,staging,reserved,64.26,26.44,23,1.37
09-10-2025,i-22166,c5.large,prod,reserved,59.53,32.09,15,0.89
09-10-2025,i-54657,c5.large,prod,reserved,80.32,86.13,20,1.19
09-10-2025,i-80770,m5.large,dev,on_demand,30.27,29.55,24,2.3
09-10-2025,i-49838,c5.large,staging,on_demand,39.96,30.45,24,2.04
09-10-2025,i-17857,m5.2xlarge,prod,on_demand,62.15,80.22,23,8.83
09-10-2025,i-56461,m5.xlarge,staging,spot,62.21,80.07,20,1.92
09-10-2025,i-68816,t3.medium,dev,spot,38.74,23.29,13,0.27
09-10-2025,i-69394,m5.xlarge,prod,spot,67.73,40.64,12,1.15
09-10-2025,i-84133,m5.xlarge,dev,spot,62.06,33,21,2.02
09-10-2025,i-49216,c5.large,prod,on_demand,11.9,94.37,17,1.45
09-10-2025,i-98137,m5.xlarge,prod,spot,18.28,94.02,21,2.02
09-10-2025,i-42457,m5.large,prod,reserved,88.07,77.47,20,1.34
09-10-2025,i-35238,t3.medium,staging,spot,61.05,59.11,21,0.44
10-10-2025,i-65796,m5.xlarge,staging,on_demand,78.62,34.6,14,2.69
10-10-2025,i-65690,m5.2xlarge,dev,on_demand,44.75,62.65,12,4.61
10-10-2025,i-20233,m5.large,staging,on_demand,39.95,46.34,19,1.82
10-10-2025,i-87101,m5.xlarge,prod,spot,33.07,57.96,18,1.73
10-10-2025,i-86585,c5.large,prod,reserved,77.3,27.13,16,0.95
10-10-2025,i-74165,m5.2xlarge,prod,reserved,84.43,68.57,19,5.11
10-10-2025,i-26662,m5.2xlarge,dev,on_demand,74.98,57.28,20,7.68
10-10-2025,i-77264,m5.2xlarge,prod,reserved,71.26,11.38,14,3.76
10-10-2025,i-69694,c5.large,dev,spot,74.56,13.41,15,0.64
10-10-2025,i-83272,m5.2xlarge,dev,spot,80.64,94.32,14,2.69
10-10-2025,i-24461,m5.xlarge,dev,spot,30,27.88,18,1.73
10-10-2025,i-15279,t3.medium,staging,spot,70.06,31.51,16,0.33
10-10-2025,i-49967,c5.large,dev,on_demand,78.57,18.74,17,1.45
10-10-2025,i-13667,m5.xlarge,staging,reserved,15.71,93.23,19,2.55
10-10-2025,i-16376,m5.large,dev,spot,62.28,81.99,18,0.86
10-10-2025,i-74067,m5.xlarge,staging,on_demand,32.57,67.5,14,2.69
10-10-2025,i-18855,t3.medium,dev,spot,55.51,61.27,17,0.35
10-10-2025,i-50593,t3.medium,staging,reserved,63.02,58.91,21,0.61
10-10-2025,i-59454,c5.large,staging,reserved,41.47,33.45,24,1.43
10-10-2025,i-28156,m5.2xlarge,prod,spot,70.33,29.23,14,2.69
11-10-2025,i-68973,c5.large,prod,reserved,63.85,29.83,24,1.43
